,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
0,1,1,1996,WFM,Koridze Lile,0 - 1,,Kostava Elene,1797,8
1,2,2,1882,,Esadze Tamari,½ - ½,,Pipia Ekaterine,2071,7
2,3,3,2012,WFM,Tsotsonava Elene,0 - 1,WCM,Lomaia Diana,1999,6
3,4,4,1994,,Donghvani Nia,0 - 1,,Janiashvili Mariami,2012,5
4,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
5,1,8,1797,,Kostava Elene,½ - ½,,Janiashvili Mariami,2012,5
6,2,6,1999,WCM,Lomaia Diana,1 - 0,,Donghvani Nia,1994,4
7,3,7,2071,,Pipia Ekaterine,0 - 1,WFM,Tsotsonava Elene,2012,3
8,4,1,1996,WFM,Koridze Lile,1 - 0,,Esadze Tamari,1882,2
9,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
10,1,2,1882,,Esadze Tamari,1 - 0,,Kostava Elene,1797,8
11,2,3,2012,WFM,Tsotsonava Elene,0 - 1,WFM,Koridze Lile,1996,1
12,3,4,1994,,Donghvani Nia,1 - 0,,Pipia Ekaterine,2071,7
13,4,5,2012,,Janiashvili Mariami,0 - 1,WCM,Lomaia Diana,1999,6
14,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
15,1,8,1797,,Kostava Elene,½ - ½,WCM,Lomaia Diana,1999,6
16,2,7,2071,,Pipia Ekaterine,0 - 1,,Janiashvili Mariami,2012,5
17,3,1,1996,WFM,Koridze Lile,1 - 0,,Donghvani Nia,1994,4
18,4,2,1882,,Esadze Tamari,1 - 0,WFM,Tsotsonava Elene,2012,3
19,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
20,1,3,2012,WFM,Tsotsonava Elene,1 - 0,,Kostava Elene,1797,8
21,2,4,1994,,Donghvani Nia,1 - 0,,Esadze Tamari,1882,2
22,3,5,2012,,Janiashvili Mariami,0 - 1,WFM,Koridze Lile,1996,1
23,4,6,1999,WCM,Lomaia Diana,1 - 0,,Pipia Ekaterine,2071,7
24,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
25,1,8,1797,,Kostava Elene,1 - 0,,Pipia Ekaterine,2071,7
26,2,1,1996,WFM,Koridze Lile,½ - ½,WCM,Lomaia Diana,1999,6
27,3,2,1882,,Esadze Tamari,1 - 0,,Janiashvili Mariami,2012,5
28,4,3,2012,WFM,Tsotsonava Elene,0 - 1,,Donghvani Nia,1994,4
29,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
30,1,4,1994,,Donghvani Nia,½ - ½,,Kostava Elene,1797,8
31,2,5,2012,,Janiashvili Mariami,1 - 0,WFM,Tsotsonava Elene,2012,3
32,3,6,1999,WCM,Lomaia Diana,1 - 0,,Esadze Tamari,1882,2
33,4,7,2071,,Pipia Ekaterine,½ - ½,WFM,Koridze Lile,1996,1
